,Tweets,Subjectivity,Polarity,Sentiment
475,"that one dude on youtube who created an account to post a vid about the correct pronunciation of Tighnari's name and correct hoyo,,, dAMN🧎‍♀️",0.0,0.0,Neutral
476,VittorioDeScalzi 💖New Trolls - 1971 - Concerto grosso per i New Trolls Full Album HQ  via ,0.5022727272727273,0.24318181818181817,Positive
477, you my love United Kingdom.for you United States of America.for you saint Vincent and the Grenadines.for you my lovely provincy blida 09.for me only the 5 for us.Pillow الوسادة.المخدةOreiller,0.7833333333333333,0.3333333333333333,Positive
478, Words to live by ,0.5,0.13636363636363635,Positive
479,watching ⁦⁩ new YouTube video on a Sunday night 😎😎 ,0.45454545454545453,0.13636363636363635,Positive
480," Cliff Martinez - ""Are We Having A Party"" (The Neon Demon OST)  via Somehow I’m picturing Amy dragging her mallet with a psychotic look in her eyes for the first minute or so of this track TheresSomethingAboutAmy",0.6666666666666666,-0.125,Negative
481,"Former  Agent _SS sat down with the Museum team to talk about his early childhood, his time in the army, joining the Secret Service, and his career serving under Presidents Eisenhower, Kennedy, Johnson, Nixon, and Ford. WATCH: ",0.3222222222222222,-0.1138888888888889,Negative
482,"What is TEMC Tuesday? ATEM vice-president Mark Hatwell explains this highlight of our annual conference TEMC2022, this September in Hobart.Registration:  HigherEd",0.0,0.0,Neutral
483,Goodness Of God (LIVE) - Jenn Johnson | VICTORY  via ,0.5,0.13636363636363635,Positive
484,I initially expected discussion to be around 30 to 40 min but it went upto almost 100 min...   link to watch my detailed discussion on Applicability of Taxaudit under IncomeTax,0.575,0.15000000000000002,Positive
485,Wilson-PhillipsHold On.....,0.0,0.0,Neutral
486,Go give these guys a watch. They are amazing investigators. Give a like and subscribe while you visit.*SPINE TINGLING* EVP CAPTURED WITHIN THE WALLS OF INDIANA'S MOST HAUNTED...  via ,0.7,0.55,Positive
487,if y’all don’t get on youtube fr 😳 ,0.0,0.0,Neutral
488," I think I'll wait until it's more readily available, and hopefully subtitled in English, but thank you :) Btw, I liked your written tribute video on YouTube from 7 years ago. Very moving.",0.5,0.3666666666666667,Positive
489,"finally, I have the Overdrive PPV all finished, took us a while, but here we are all the way back in May, sorry for the huge delay, but the results are in!  come on down!",0.6377777777777778,-0.038888888888888876,Negative
490,play this on my funeral and i will come resurrected and healedRed Velvet - Ment 2 Fancam - Be You The World Will Adjust - Manila  via ,0.0,0.0,Neutral
491,12 minutes ago! Ukraine shot down two Su-34 and K-52 bombers!  via ,0.2888888888888889,-0.19444444444444448,Negative
492, _shitpost WOOOOOOOOOOO I FOUND THE SONG!Pumped Up Kicks by Foster The PeopleHere's a link to it:,0.0,0.0,Neutral
493, This seems to tie the transgender movement in with the war between Russia and Ukraine and ties it to an American agenda.  It's over 5 years old and has predicted everything that is happening right now. Please let me know what you think,0.24523809523809526,0.12857142857142856,Positive
494,Correct (may be) Silly Soul Cafe and Bar's Zoish Irani connection came to light only after shown in KunalVijaykar Food show channel Kaane main kya hai  When? You tube video 3 month old.  ,0.6216666666666668,0.03333333333333334,Positive
495,Video nuevo (muchos world records) ,0.0,0.0,Neutral
496,"5 Easy Questions - Shalon part 1, Introduction to the SAUCY Model and Ac...  via ",0.8333333333333334,0.43333333333333335,Positive
497,Chris Tomlin - Our God (Live)  via ,0.5,0.13636363636363635,Positive
498,💥New Video💥Sam’s Club Shop With MeIf you’re curious to see what hygiene products they have inside come along with me in todays video!! ,1.0,-0.15625,Negative
499,"My favorite  quote from : “We can have it all. We can be mothers, we can be athletes, we can be in our thirties and we can still kick ass.”  cool we could hear from her!  has been incredible for all 10 days of the !",0.85,0.6458333333333334,Positive
500,This screams Utah: ,0.0,0.0,Neutral
501,Chucky Season 2 Comic Con Trailer  REACTION chuckyseason2 chucky horror thriller HorrorMovies HorrorArt ComicCon comiccon2022 reaction review comedy trailereaction  ,0.5,0.25,Positive
502,   Been saving the one I got from them but I’m really want to get at it soon.Guga Foods has several videos on YouTube I’ve watched for ideas and think I’m ready.Said to make the “best steaks in the world.”Hope y’all enjoy!,0.25,0.425,Positive
503,The UFO Incident (1961) (VF)  via ,0.0,0.0,Neutral
504,Haven’t done this style of video in while. New video out now. ,0.45454545454545453,0.13636363636363635,Positive
505,MotZ 1714  : Super Sunday Show!!!  via ,0.6666666666666666,0.6510416666666665,Positive
506,BabyDrill - Black 1's (Official Video)  via ,0.43333333333333335,-0.16666666666666666,Negative
507,How The Secret Service Became Not Just A Protecter Of The President's Bo...  via ,0.7,-0.4,Negative
508,Full Keyboard Lessons Key F  via  music keyboard LESSON,0.775,0.175,Positive
509,3DS Wario Shipyard R - 155 Action Count | Mario Kart Tour |  via ,0.1,0.1,Positive
510,"[SMSTATION with SHINee]  ONEW X Punch, '별 하나 (Way)'. Listen now on your favorite platform ➫ ➫",1.0,0.5,Positive
511,Trump holds most DERANGED rally yet in Arizona  via ,0.5,0.5,Positive
512,I really thought it was going to be like a 10 min vlog on youtube lmao,0.6,0.4,Positive
513,Secret Service Driver Hires Trump-World Lawyer  ,0.7,-0.4,Negative
514,Did Andrew Tate Get Destroyed by Hasan? (Debate Analysis)  via ,0.0,0.0,Neutral
515,I did say Supergroup. ...This one was written by the doggone flatpicker on the right.,0.5357142857142857,0.2857142857142857,Positive
516, Violin because of this song ,0.0,0.0,Neutral
517,  too easyIndeadable by Andy MachtI found the link to it for ya:,0.0,0.0,Neutral
518,New buytolet landlord help is provided quite simply here on youtube ,0.40584415584415584,0.06818181818181818,Positive
519,GREAT news and GREAT analysis ::: Coming Rapid Decline of ESPN Could Foreshadow Extinction of the Network ,0.75,0.8,Positive
520, _K22    _ _T2021  _blue     _vet17  _to_Mars       _Music       _O_U1     _       Thank you         💫🇺🇸💫🇺🇸💫,0.1,0.0,Neutral
521,Marty Stuart  ~ Sundown In Nashville ,0.0,0.0,Neutral
522,How Ten Hag Pressing | What's Wrong With Manchester United's Press? | ,0.45,-0.25,Negative
523,"BITCOIN TO $11,000 ON 5th OF SEPTEMBER!!!!!!!!!!!!!!!!  ",0.0,0.0,Neutral
524,About to be back from our midsession break! ttrpg LiveStreaming,0.0,0.0,Neutral
525, live,0.5,0.13636363636363635,Positive
526,"TheStoryOfLordShivaTamguna GOD SHIVA is the destroyer...Brahma, Vishnu &amp; Shiva are brothers with Brahma being the 🌺eldest and Shiva being the youngest.For More Information Visit Satlok Asharm YouTube Channel SantRampaljiiMaharajGodMorningMonday ",0.5,0.5,Positive
527,"BITCOIN TO $11,000 ON 5th OF SEPTEMBER!!!!!!!!!!!!!!!!  ",0.0,0.0,Neutral
528,Hit him asap rocky let him know shit real,0.55,0.0,Neutral
529,Elections of CM Punjab 10 PML-Q votes rejectedHamzaShahbaz ImranKhanCMPunjabElection,0.0,0.0,Neutral
530,"they should've use youtube or something like netflix as the streaming platform instead of seezn, but my heart is so happy for irene 🫶🏼💖",1.0,0.8,Positive
531,"We are sorry, but we will not be releasing an episode this weekend… we will be releasing 2! Watch our YouTube exclusive episode and our Podcast streaming exclusive available now!",0.7,-0.0625,Negative
532," Nah, set the blueprint for both Conor and colby. Talked his way into a title shot against Jones after a loss and a lucrative post fight gig.One of the best press conferences of all time.",0.3,1.0,Positive
533,"With title track BLUE, 's ONEW solo debut album ""VOICE"" charted 1 on iTunes Worldwide Album &amp; 25 regions, warming everyone up this winter with his golden voice. 샤이니 온유 SHINee [👉 [🎧",0.3,0.15,Positive
534,"Online marketing will require invention to receive interest as well as , qualified prospects, this method will help ",0.0,0.0,Neutral
535,  _Specialist  Thanks buddy!! Love your YouTube channel dude!!,0.4,0.546875,Positive
536," Football has evolved, but policing, not so much.",0.2,0.2,Positive
537,Look at this dominant website page to experience the fundamental tactic which should be able to get back your healthiness ,0.3125,0.25,Positive
538, For lore videos i love overly sarcastic productions on youtube. I watch them a lot. Dunno which one to suggest maybe robin hood or Aphrodite’s affairs.,0.7,0.3,Positive
539,Gummy just clicked. Brand New Second Hand  via ,0.22727272727272727,0.06818181818181818,Positive
540,pop funk perfection ,0.0,0.0,Neutral
541,MY FIRST EVER YT VID IS NOW LIVE!!!,0.41666666666666663,0.25816761363636365,Positive
542,"  Zachary Michael had this same issue last week. It seems that it eventually sorts itself out. When I clicked too soon after the upload, I got no sound on android, but managed to play with full audio a few hours later.",0.20694444444444446,-0.00833333333333334,Negative
543,inject this through my veins✨✨✨,0.0,0.0,Neutral
544,Y en YouTube Music en ,0.0,0.0,Neutral
545,Kids as Young as 12 Working in Ala. Metal-Stamping Plant  via ,0.4,0.1,Positive
546,Red Hot Chili Peppers - Scar Tissue - Live in Poland [HD]  via ,0.45,0.12878787878787878,Positive
547,No one can beat the Grand Tour of Switzerland _e... not even me and Anne 🤔🇨🇭🚗 IneedSwitzerland InLoveWithSwitzerland  paidpartnership ,1.0,0.5,Positive
548,_AMC    They think we are just going to go away 🤣😂🤣😂APESNOTLEAVING  _SEC      Not Happening 😎 AMC GME💯🦍💪💎🙌🚀🌙🩳🏴‍☠️☠️💯KenGriffinLiedUnderOath,0.6,-0.1,Negative
549,Summertime - Gunhild Carling Live ,0.5,0.13636363636363635,Positive
550," Rick James' ""Ghetto Life""",0.0,0.0,Neutral
551,15 minute warning for DukeLives! See you all back here at 9pm EST 1988 PT 20  via ,0.0,0.0,Neutral
552,"The great Phillip 'Yogi' Mak, Swing, Driver Rear  via ",0.75,0.8,Positive
553,"  Your right, they should but they usually don't. ",0.39285714285714285,0.01785714285714285,Positive
554, you my love United Kingdom.for you United States of America.for you saint Vincent and the Grenadines.for you my lovely provincy blida 09.for me only the 5 for us.Pillow الوسادة.المخدةOreiller,0.7833333333333333,0.3333333333333333,Positive
555,“I liked an Instagram post” - Haim  ,0.8,0.6,Positive
556,_Was_Arnold Yes of course but I thought if the amateurs can do it so could the pros 😀 ,0.0,0.0,Neutral
557,"Be happy, you never know how much time you have left!",0.39999999999999997,0.3333333333333333,Positive
558,Ooo not bad uga 😌 ,0.6666666666666666,0.3499999999999999,Positive
559,  I thought it was no brainier all in love but reading the first on comment on YouTube and hearing again... I want to change my vote 💔,0.4666666666666667,0.375,Positive
560,Check our interview with  about her book Celebrities for Jesus  via   with ,0.0,0.0,Neutral
561,Gonna upload one more teaching to YouTube that I laughed putting together because a year later and I’m still getting correspondence AND bookings about it. Then I have to get ready for the week and lay it down. It’s past my bedtime.,0.2898148148148148,0.16574074074074072,Positive
562," Another Biden video to our troops @ 1:51-1:53""Clap for that you stupid Bastards...""I can even share the full length tape",0.775,-0.22499999999999998,Negative
563,      Yep still there I heard,0.0,0.0,Neutral
564,Top 10 Cartoons To Never Watch In Front of Kids ,0.5,0.5,Positive
565,After 20 mins of youtube videos I have finally braved using the washing machine,1.0,0.0,Neutral
566," _dem   China`s ""debt trap"" is nothing more than a myth peddled by the west to try and curb China`s influence on the global stage.  ",0.25,0.25,Positive
567,The elite that has taken almost all the money is now after everything el...  via ,0.0,0.0,Neutral
568,_  My reaction to this: ,0.0,0.0,Neutral
569,Here are the links to the MV and song on Spotify in case someone is interested 😊,0.5,0.25,Positive
570,Ants lift rocks easy and are unable to carry their babies shorts  via ,0.6666666666666667,-0.033333333333333326,Negative
571,465k left for 10M Keep streaming DheereDheereTumsePyaarHogaya MohsinKhan MoMinions,0.0,0.0,Neutral
572, A 2017 horror movie review 🎥 HorrorFamily HorrorCommunity HORRORFANS    _75   ,0.0,0.0,Neutral
573,I’m Your Man (Woman) – Leonard Cohen (Official Music Video Cover by Ivan...  via ,0.0,0.0,Neutral
574,"  I've never once heard of a ""trans woman"" being assaulted in a men's washroom or changeroom, but there are plenty of examples of men pretending to be trans to victimize women &amp; some trans people are predators. This video has many such examples. ",0.5,0.25,Positive
575,PREMIUM ACCOUNT FOR SALE🍻 Netflix🍻 Spotify🍻 Canva🍻 Disney🍻 Viu🍻 Youtube📝 DM us to order! ,0.0,0.0,Neutral
576,13yo me:Father not a threat ✅No friends to tell ✅Weak family ✅Lack spiritual values ✅Weakened education ✅Needs help ✅Split parenting ✅And y’all wonder why there are insane rumors about me; it’s so I don’t talk abt these people.,0.5666666666666667,-0.5,Negative
577," Hey there, watch the below video it will give you an idea of what it’s going to be! Cheers.. ",0.0,0.0,Neutral
578,YouTube free. ,0.8,0.4,Positive
579,"Cardi B  ""Hot Sh*t"" REACTION! But Can We Talk..?  via ",0.8500000000000001,0.3125,Positive
580,Hunter Biden Ripping Farts for 10 minutes  via ,0.0,0.0,Neutral
581,_leo      smh my head,0.0,0.0,Neutral
582,  Hmmm.... again not condoning his actions...he did impact wrestling and is the father of modern wrestling,0.3,0.2,Positive
583," Existence is multi dimensional, multi layered, so all these experiences are possible. Oneness, becoming immersed in all pervasive consciousness is ultimate. That is what is: Tat Tvam Asi, Shivoham, Aham Brahmasmi ",0.9500000000000001,0.15,Positive
584, just watch this for a summary ,0.0,0.0,Neutral
585,       _     _bad Damnit gotta remake,0.6666666666666666,-0.6999999999999998,Negative
586,"I keep putting this out there now and then. An hour long, sobering and thought-provoking of who controls everything we see, hear, eat and read.",0.35,0.17500000000000002,Positive
587,"              _fieldz  _999  _rach  _IN_MCDOGE_1   _soon               _King         @_mintydoge What is normal? I have tried being part of various groups they all seem to go nuts, so I keep outside, but close, it’s a happy medium.",0.55,0.23750000000000002,Positive
588,Sumeru: What We Know So Far [Genshin Impact Lore]  via ,1.0,0.1,Positive
589,_haigh Just wondering how accurate this information is of China sending in the tanks to quell unrest resulting from a growing financial collapse there. Nothing in Aust media on this (of course) ,0.3166666666666667,0.20000000000000004,Positive
590,[ 2022.07.25 Mewchedule ]GOOD MEWNING  🌤️🔜 Live: Simply K-Pop CON-TOUR ⏰ 19:00🇰🇷/ 17:00🇹🇭 🔗 YT:  🔗 VLIVE:  ⃣ TBA MewSuppasit 뮤수파싯 ForeverLove by MewSuppasit ForeverLove_MewSuppasit ,0.48571428571428577,0.27878787878787875,Positive
591,The Bell Curve: The most controversial book ever in science | Richard Ha...  via ,0.725,0.525,Positive
592,The Budz pulled a little prank... __England   DeadbyDaylight dbd AttackOnTitan thebudzgaming Xbox ,0.5,-0.1875,Negative
593,I’m preparing to completely avoid twitter and youtube when xenoblade 3 comes out so I decided to record all of my videos till school starts and now I’m tired and my throat hurts,0.55,-0.15000000000000002,Negative
594, sid new mask ,0.45454545454545453,0.13636363636363635,Positive
595,"Bible verse of the day!! 25.07.2022'He Performs Wonders That Cannot Be Fathomed, Miracles That Cannot Be Counted'Jobs 5:9Follow us on:Facebook-    ",0.0,0.0,Neutral
596," No way, now to manually download several dozen videos from my favorite channel to watch a video of just 3 minutes... but the Gore and the sexual content are still on the platform of course.You hurt me YouTube, before you were cool",0.6208333333333333,0.3375,Positive
597,Patreon page: Mindgasms Movie Chat with Mask AKA Tristram Johnson on whether the new MCU film called Spider-Man: No Way Home actually lives up to all the hype about it. Full Spoilers ensue. ,0.36818181818181817,0.1621212121212121,Positive
598,_AMC    ThisIsTheWay HODLING  MOASS2022 AMCSQUEEZE GMESQUEEZE APESNOTLEAVING APESTOGETHERSTRONG AMCSTOCK WELOVETHESTOCK AMCDAYEVERYDAY 💯AMC$1.2 Million 🦍💪💎🙌🚀🌙💵💰iownGMEtoo Buy Lit 🔥. HODL. Repeat.  🦍💪💎🙌🚀🌙🦍💪 Let’s F’n Go!!!! We’re going to be so F’n Rich!!!,0.75,0.732421875,Positive
599,56 days in Paris and ready to leave  via ,0.5,0.2,Positive
600, this song was good it's cool,0.625,0.5249999999999999,Positive
601," I pay for Netflix Premium, Disney + and barely use them. Other people do. I just love my YouTube Music and Spotify Premium.",0.35833333333333334,0.14166666666666666,Positive
602,The Power of Now and Youth Sports | E702  via      soccernow powerofnow youthsoccer,0.0,0.0,Neutral
603,_islands  there's the whole thing :),0.7,0.35,Positive
604,AEW Fyter Fest 2022 Live ReviewAEW FyterFest Live Review AEWDynamite AEWRampage via ,0.5,0.13636363636363635,Positive
605,A new video is up on my YouTube channel! This one is of Limbo where I continue my adventure to...survive. These bullies are trying to ensure that I don't! Watch the full video in the link below 👇🏾 ,0.5022727272727273,0.2815340909090909,Positive
606," The British GT3 Gas Turbine was the complete antithesis of these UP behemoths (and their C&amp;0 and N&amp;W cousins). Compact, with a '50s modern appearance and steam loco vibes...and there is a 5in gauge large scale version. ",0.28214285714285714,0.1285714285714286,Positive
607,can you do that to twice too like  onces did not improve shit in youtube streaming 😂,0.8,-0.2,Negative
608, we’d recommend reviewing the YPP Policies ➡️  and making content updates that closely align with those guidelines!,0.0,0.0,Neutral
609,Resumen de The House Bunny ,0.0,0.0,Neutral
610,_good_ I love dead meat,0.5333333333333333,0.3333333333333333,Positive
611," Funny that you defend the person who not only admitted to being physically violent multiple times, but has prided herself on getting in fights constantly including beating her sister. ",0.6666666666666667,-0.11000000000000001,Negative
612, Hasn’t changed too much. ,0.2,0.2,Positive
613,i dare you to go to a random youtube video and remove the h in watch on the video link,0.5,-0.5,Negative
614,Theme from Psycho (1960) - Shower Scene HQ  via ,0.0,0.0,Neutral
615,"Screenshot taken at 00:00 from video: ""This External Radiator has a FATAL FLAW - SHORTS""",0.1,0.0,Neutral
616,Elton John - Something about the way you look tonight LYRICS  via ,0.0,0.0,Neutral
617,"In a timeline too close to ours for comfort, it was a series of old 80s commercials which went viral in the summer of 2020 that propelled a pair of otherwise unknown Brooklyn brothers who had long since retired to memedom. ",0.4000000000000001,-0.016666666666666666,Negative
618,"Watch ""sounds shinda USA Wala 1"" on YouTube  ",0.0,0.0,Neutral
619,   Thats why ur unloved,0.0,0.0,Neutral
620,Making Clear Slime with Piping Bags | Relaxing Satisfying Slime | 49  via ,0.6916666666666667,0.3,Positive
621,Make $750 Online From Quora ( Earn Quora Money) Legitimate Way To Make M...  via ,0.0,0.0,Neutral
622,Snoop Dogg - Beautiful (Official Music Video) ft. Pharrell Williams  via ,1.0,0.85,Positive
623,"Me and my cousins sitting here dissecting this trailer, watching YouTube breakdowns, crying and sh*t lmao literally cannot wait",0.8,0.19999999999999998,Positive
624,"  _DSA  So we've basically arrived at this entire bit, but make it furry ",0.625,0.0,Neutral
625,  Remember - Ronna McDaniel admitted that the Republican Party assisted Trump in the fake elector plot.VoteBlueIn2022 ,1.0,-0.5,Negative
626," PayAttention PopeFrancis extremely angry experts make note beadvised Is this an indictment regarding Weaver High School, Tallmadge, Ohio?? twitrunderworld beadvised 100millionpeopleanhour topofgoogle InRealTime",0.77,-0.16999999999999998,Negative
627,Top 10 Times Disney Has Feuded With Actors ,0.5,0.5,Positive
628, congratulations in passing 1k subs! note that it can take up to 7 days for you to get access to the Community tab after reacing the threshold. here's the full rundown! ,0.55,0.4375,Positive
629,7 INTRO MAN LEGS ELEPHANT MAN BUFALO TOO NEW IMAGES  via ,0.45454545454545453,0.13636363636363635,Positive
630,God I love the 1960s aesthetic so much,0.4,0.35,Positive
631,Standing On The Edge Of Summer  via ,0.0,0.0,Neutral
632,Be carefull with METAMASK... I just had $12 stolen from my METAMASK wallet!!!!!!!!!!!!!!!!!!,0.0,0.0,Neutral
633,Blasting east into Ohio! Still LIVE: ,0.5,0.13636363636363635,Positive
634,Philadelphia Fire Department Medic 55B Responding  via ,0.0,0.0,Neutral
635,Devil May Cry 5  Walkthrough Final Part  via ,1.0,0.0,Neutral
636,This is probably the craziest transition I’ve ever seen in a YouTube video ,0.0,0.0,Neutral
637,"Cardi B, Bad Bunny &amp; J Balvin - I Like It [Official Music Video]  via ",0.6666666666666666,-0.6999999999999998,Negative
638,Newsboys - King Of Kings (Lyric Video) ft. Bart Millard  via ,0.65,0.25,Positive
639,Scenes of a Reclusive Writer &amp; Reader of Mumbai: Essays by Fiza Pathan   Bookboost award Author Ebook indieauthor book books Mustread bookworm Twitter Struggle writer supportindieauthors Freshinkgroup FIG publish g  ,0.0,0.0,Neutral
640, He's really duped evangelicals. Search YouTube for the MAGA Church.,0.2,0.2,Positive
641, close to FSU Football!!  BlueBlood WeBelong,0.0,0.0,Neutral
642,   Found that testimony for you: ,0.0,0.0,Neutral
643,California Wildfire Exploded Overnight  via ,0.0,0.0,Neutral
644,                  Then I'll see you on the dark side of the moon,0.4,-0.15,Negative
645,   Jim talking FTR is always great. Especially now that he's been proven right about them and Young Cucks.Can't wait to hear him on Johnathan Gresham dressing down Bony Khan. Jordynne Grace comments aside. ,0.5949206349206348,0.20603174603174607,Positive
646," I saw the first episode on YouTube, laughed my ass off… where does one see ",0.26666666666666666,0.475,Positive
647,"Great nuclear video: So many reasons to buy $UEC; ISR, Zero Debt, $170M in cash, 5 million pounds of uranium at $38, UNHEDGED, $UROY, Institutional and insider Ownership, $UEX. I continue to add.   ",0.625,0.65,Positive
648,Buttigieg fires back at Rubio after his same-sex marriage remark  via ,0.0,0.0,Neutral
649,Non-Copyright Music / Mop Mop Up Top - Reed Mathis / 266  via ,0.5,0.5,Positive
650,"_Allen_Jr How about some ""Peace"" to go with that Love?I grew up listening to George Duke.He was the consummate pianist, keyboardist, composer, arranger, producer, and performer. Some of my favorites were the records he made with Flora Purim, and Eddie Henderson.",1.0,0.95,Positive
651,Check out my broadcast from my PlayStation 4! PS4live (Jurassic World Evolution 2)  live at ,0.5,0.13636363636363635,Positive
652,I Don't Need Your Rockin' Chair  via ,0.0,0.0,Neutral
653,"  I felt so bad for Vargas after this fight, until he got popped for juicing lol ",0.6833333333333333,0.0500000000000001,Positive
654,Rob is reliable and if you watch the video youll understand that the antony deal is more advanced due to Ajax signing an antiny repacement ,0.4916666666666667,0.25833333333333336,Positive
655, And that’s difference between a Aalim and someone like me whose entire knowledge of the Deen is a conglomeration of YouTube videos 😔Jazak Allahu khairan for showing me what حكمة and موعظة حسنة can look like,0.625,0.0,Neutral
656,"YouTube essays scene been overcrowded and I can't wait for the trend to dieI still be watching only the best YouTube essays shoutout to my boys Jacob Geller, Hbomberguy and NeverKnowsBest ",0.65,0.5,Positive
657,House of Pain - Jump Around (Official Music Video)  via ,0.0,0.0,Neutral
658, motivate,0.0,0.0,Neutral
659,Outlaws- There Goes Another Love Song  via ,0.6,0.5,Positive
660,them &lt;3 ,0.0,0.0,Neutral
661,Panchhi ko magarmachh dikh gya 😝👇👇👇Good morning twitter world 🥰,0.0,0.0,Neutral
662, One of the greats.,0.0,0.0,Neutral
663,JAY-Z - Excuse Me Miss ft. Pharrell  via ,0.05,-0.05,Negative
664,The Magdalene Laundries.        ,0.0,0.0,Neutral
665,"Dedicated to the Republican Party.Faith, Hope &amp; Charity's To Each His Own ",1.0,0.6,Positive
666,Thunder? Really? Don’t mind the rain but the thunder was not in the forecast and is definitely not required. Better start singing………….🖕🏼,0.39999999999999997,0.2333333333333333,Positive
667,"After getting married what next?Arewa ladies: Welcome to my vlog, don’t forget to subscribe to my YouTube channel where I will be giving you a snippet about my lifestyle, content creation...thank you for watching this vlog see you next time🚶🏻‍♀️💯😂. Every bride is now a youtuber. ",0.3833333333333333,0.35000000000000003,Positive
668," I used it in this speed build, the link to which I believe is in the description of this video ",0.0,0.0,Neutral
669,Tweet - Oh My ft. Missy Elliott - Southern Hummingbird ,0.0,0.0,Neutral
670,  Kitnebar sunoge Gurudev  Love you  ❤️,0.6,0.5,Positive
671,Imagine Dragons x J.I.D - Enemy (from the series Arcane League of Legends)  via ,0.0,0.0,Neutral
672,"_family07      Not a Democrat, but you keep drinking the stupid juice. Trump has you by the nuts and you don't even care.",1.0,-0.7999999999999999,Negative
673,Throw it BACK with me and _Music to the music video for PULSE!!!WHO WANTS TO BE IN THE NEXT ONE!!! ,0.03333333333333333,0.06666666666666667,Positive
674,"  Recently found Sleeptube on YouTube. They have tons of binaural beats videos to help you sleep. Lots of different lengths. Scroll through on my phone til I find one that fits, do the breathing exercises, put the phone down &amp; close my eyes. 9 times out of 10 it works.",0.3796296296296296,-0.051851851851851864,Negative
675,New video just dropped!!! Click below to watch!!! thriftedbeautymama discountedhaul ,0.45454545454545453,0.5201859907670454,Positive
676,Watching Bazinga (WishBus) x Alamat x Dione x New Style x Daniel Padilla music videos STANWORLD SB19 WeStanEarth SB19 performs “Bazinga” LIVE on Wish 107.5 Bus  via ,0.4772727272727273,0.13636363636363635,Positive
677,15 DIY video   On Board Communications Systems   Randall Your Concierge Yacht Broker ,0.0,0.0,Neutral
678,How does  think that  SouljaBoy influenced the Entertainment industry ?ContentCreation Youtube Instagram Video TikTok Dancing HipHopArtists 👉🏾👉🏾👉🏾 ,0.0,0.0,Neutral
679,TELLSVidetionary™WordOfTheDay25July2022Braggart.,0.0,0.0,Neutral
680,  That Busquet one will live in INFAMY,0.5,0.13636363636363635,Positive
681,Chief Keef's ex road manager Jo Plugga tells wild NEW JERSEY story! &amp; So...  via ,0.42727272727272725,0.13522727272727272,Positive
682,Check out my broadcast from my PlayStation 4! PS4live (Tom Clancy's Rainbow Six® Siege)  live at ,0.5,0.13636363636363635,Positive
683,"What Causes Sugar Cravings &amp; How to STOP it? – Dr.Berg  via I like this guy. I was craving sugar today which is not like me at all!! It’s hormonal &amp; it must be stopped. So, I challenged myself to fasting, fats &amp; veggies.",0.0,0.0,Neutral
684,Reviving my YouTube for those of you (Kaleb) who missed my streamI will post all of stray on my YouTube,0.0,0.0,Neutral
685,  Amen,0.0,0.0,Neutral
686,Michael Knowles &amp; Tom MacDonald | Music Video REACTION  via ,0.0,0.0,Neutral
687,The Empress of New York spewed too much rhetoric about Lee Zeldin,0.32727272727272727,0.16818181818181818,Positive
688,Full video,0.55,0.35,Positive
689,I ain't got many friends left to talk toNowhere to run when I'm in trouble -,0.2333333333333333,0.09999999999999999,Positive
690,Watch “Shuler King – Bottoms Blasted Here” on YouTube ,0.9,-0.6,Negative
691,FGHT Dallas: Sunday Evening (July 24)  via ,0.0,0.0,Neutral
692,UKRAINE 💙💛🌻👍,0.0,0.0,Neutral
693, OK now I imaging Nathan J  rocking a Dickies pressed fit under the mattress like Cube in the Real N**** Roll Call video. ,0.4000000000000001,0.3666666666666667,Positive
694,"This little cutie from the Sichuan province, Jiang Hongqi has been cutting hair since he was 4 years old.",0.5333333333333333,-0.22916666666666666,Negative
695, You realy hate your freedom ? America ? You do realise you defend the free world with your power America you gonna fuck us off lar ?  I believe in the USA x all our warts the usa saved the world for freedom. I defo believe in you .,0.7666666666666667,-0.26666666666666666,Negative
696,_violeta  Readyy,0.0,0.0,Neutral
697,Devil May Cry 5  Walkthrough Part 14  via ,0.0,0.0,Neutral
698," ATACMS is not the only 300 km. range weapon. Understand Sweden is providing 🇺🇦 with RBS-15s. Mk. 4 range is capable of more than 300 km. While not supersonic missiles, they are intelligently adaptable &amp; versatile. The YouTube video is very enlightening.",0.6639999999999999,0.378,Positive
699," so often place ourselves in the past or future and spend a lot of time thinking about these. Nothing wrong with this but when we dwell too much on the past and worry about the future, we rob ourselves of experiencing whatâ€™s in the present.",0.2642857142857143,-0.1142857142857143,Negative
700,God's Unbreakable Covenant With King David. It Could Never Be Broken ,0.4,-0.4,Negative
701,Check Out Weapon Wheel Podcast Episode 329!Last Of Us Remake | Stray | As Dusk Falls | Live A Live | Spider-Man PC | Forza: Hot Wheels - WWP 329 ,0.6166666666666667,0.17424242424242423,Positive
702,"her latest mv also was a bold move- maybe not for the american scene, but it really is one herethe reactions were very mixed (as one could expect), but i think it's pretty dope ",0.5152777777777778,0.21388888888888888,Positive
703,WE ARE LIVE FOR  SUNDAY NIGHT FOOTBALLJOIN THE TANK BOWL: ,0.5,0.13636363636363635,Positive
704,   Lmao bro. You're fucking funny.,1.0,0.425,Positive
705,Timelapse of today’s bikeride up to SaintPaul and back.  GoPro GoProHERO7 Trek ,0.0,0.0,Neutral
706,"William, It Was Really Nothing！ ",0.2,0.2,Positive
707, I have found a gem,0.0,0.0,Neutral
708,How To Rank Youtube Video  via ,0.9,-0.8,Negative
709, would you like some rain to put out the fire.  You can have as much as you want - just think nice thoughts for My Master Johnny Depp. Namaste.,0.6,0.4,Positive
